|filename|AudioStart|AudioEnd|AudioDuration|FrameStart|FrameEnd|label|ilabel|Text
15|Datasets/affWild2/Audios/audiobatch1/440.wav|87.160|91.257|4.097|1873|1961|Happiness|4|THE LINING OF THE TOMB BY THE TALMUD
16|Datasets/affWild2/Audios/audiobatch1/440.wav|92.095|99.079|6.984|1979|2129|Neutral|0|AND I I KNOW YOU'LL LET HER GO BUT MY GIRL AND THE GIRLS WOULD NOT TELL HIM
17|Datasets/affWild2/Audios/audiobatch1/440.wav|99.219|104.992|5.773|2132|2256|Happiness|4|JESUS IS OUR SOLE BRIEF EXPONENT IN IT SINCE THEN AND I DON'T KNOW
18|Datasets/affWild2/Audios/audiobatch1/440.wav|112.442|117.284|4.842|2416|2520|Other|7|ARCHLY GUY IS WHAT I GET IN THIS CELL IS
19|Datasets/affWild2/Audios/audiobatch2/video48.wav|0.000|1.034|1.034|1|32|Neutral|0|R R R R R
20|Datasets/affWild2/Audios/audiobatch2/video48.wav|1.134|3.034|1.900|35|92|Surprise|6|IT IS THUS ALL DAY
21|Datasets/affWild2/Audios/audiobatch2/video48.wav|3.701|18.371|14.670|112|552|Anger|1|LOVE LOVE LOVE LOVE LOVE BUT NO NOT LOVE LIKE IT IS SOME ONE COME LIKE IT IS LIKE IT IS SO MIGHTY COME AND LOOK AT IT
22|Datasets/affWild2/Audios/audiobatch2/video48.wav|18.604|23.472|4.868|559|705|Happiness|4|WHOEVER MAKES ME LAUGH AT THE YELLOW SUN HE'S STARED AT IT FOR A LONG TIME
23|Datasets/affWild2/Audios/audiobatch2/video48.wav|24.106|46.744|22.639|724|1403|Anger|1|AND BOEHMER
24|Datasets/affWild2/Audios/audiobatch2/video48.wav|47.478|65.049|17.571|1425|1952|Happiness|4|SLEEP FELL ASLEEP I WAS ON THE DAY OF GUISE
25|Datasets/affWild2/Audios/audiobatch2/video48.wav|67.449|69.483|2.034|2024|2085|Happiness|4|I HAVEN'T SAID NOTHING YET
26|Datasets/affWild2/Audios/audiobatch2/video48.wav|70.850|71.817|0.967|2126|2155|Anger|1|HM HM
27|Datasets/affWild2/Audios/audiobatch2/video48.wav|72.551|77.252|4.701|2177|2318|Happiness|4|NOTHING I DON'T THINK AT ALL I THINK IT WILL BE AT ALL IT DOES NOT MAKE IT UP
28|Datasets/affWild2/Audios/audiobatch2/video48.wav|77.252|77.318|0.067|2318|2320|Surprise|6|FIFTY TWO
29|Datasets/affWild2/Audios/audiobatch2/video48.wav|77.785|79.286|1.500|2334|2379|Anger|1|A MESSIAH
30|Datasets/affWild2/Audios/audiobatch2/video48.wav|79.286|79.586|0.300|2379|2388|Surprise|6|HYM
31|Datasets/affWild2/Audios/audiobatch2/video48.wav|80.186|84.487|4.301|2406|2535|Happiness|4|WHAT'S WHAT IS THAT HE'S AS ANGRY
32|Datasets/affWild2/Audios/audiobatch1/362.wav|2.069|158.603|156.534|63|4753|Other|7|HEAVENS IS ONE YEAR AWAY AND THAT TIS A TRAITOR HAS ME SO FRICKIN EXCITED
33|Datasets/affWild2/Audios/audiobatch1/74-25-1920x1080.wav|17.965|48.629|30.664|540|1460|Sadness|5|YOU THINKS I WANT YOU
34|Datasets/affWild2/Audios/audiobatch1/74-25-1920x1080.wav|49.729|168.020|118.290|1493|5042|Sadness|5|COME OO OO OO OO OO OO OO OO OO OO OO OO
35|Datasets/affWild2/Audios/audiobatch1/105.wav|0.000|12.112|12.112|1|364|Neutral|0|I FEEL I'VE BEEN REMISS IN THAT CASE I DO
36|Datasets/affWild2/Audios/audiobatch1/105.wav|12.346|13.347|1.001|371|401|Other|7|IN THE HOFFMANN
37|Datasets/affWild2/Audios/audiobatch1/105.wav|13.380|21.522|8.141|402|646|Neutral|0|AS YOU DESERVE I CAME AS MARRIED AS I DON'T MIND IN GLEANING AND WINNING
38|Datasets/affWild2/Audios/audiobatch1/105.wav|21.889|24.291|2.402|657|729|Other|7|WHETHER THAT MEANS SHE LETS LIFT HIS HAND
39|Datasets/affWild2/Audios/audiobatch1/105.wav|24.491|27.895|3.403|735|837|Neutral|0|HM HM HM
40|Datasets/affWild2/Audios/audiobatch1/105.wav|31.131|31.265|0.133|934|938|Fear|3|HYM
41|Datasets/affWild2/Audios/audiobatch1/105.wav|35.536|39.239|3.704|1066|1177|Fear|3|IT'S YOURS ISIS
42|Datasets/affWild2/Audios/audiobatch1/74-25-1920x1080.wav|0.000|0.167|0.167|1|6|Neutral|0|HM HM
43|Datasets/affWild2/Audios/audiobatch1/105.wav|55.956|58.592|2.636|1678|1757|Other|7|BUT HE'S ONLY A MAN AND A TRAITOR
44|Datasets/affWild2/Audios/audiobatch1/105.wav|65.632|71.338|5.706|1968|2139|Other|7|I DON'T WANT TO SAVE HIM ISN'T IT HIM I'M DRIVING OUT OF WHAT YOU CALL MY GOD
45|Datasets/affWild2/Audios/audiobatch1/105.wav|74.107|79.179|5.072|2222|2374|Other|7|LET'S THINK THE MOVEMENTS OF MICHAEL BUT I'VE BEEN A JEDDAK IS KNOWN IN DEVELOPING IN TAXES
46|Datasets/affWild2/Audios/audiobatch1/105.wav|88.121|89.823|1.702|2642|2693|Other|7|GOVERNOR OF THE TIMMER
47|Datasets/affWild2/Audios/audiobatch1/105.wav|103.036|106.073|3.036|3089|3180|Other|7|YOU DON'T KNOW WHEN A MAN'S GOING TO GO WRONG
48|Datasets/affWild2/Audios/audiobatch1/105.wav|119.286|122.055|2.769|3576|3659|Other|7|HM HM H
49|Datasets/affWild2/Audios/audiobatch1/105.wav|125.025|127.527|2.503|3748|3823|Other|7|GOOD BYE IS THIS
50|Datasets/affWild2/Audios/audiobatch1/105.wav|127.995|130.197|2.202|3837|3903|Other|7|WHAT A BOOK IS THIS
51|Datasets/affWild2/Audios/audiobatch1/105.wav|131.598|138.872|7.274|3945|4163|Other|7|I'VE GOT TO GO BUT OH MY GOD ONLY I'M NOTHING OF WHAT HE WANTS TO SHOW YOU MORE OR YOU'VE THOUGHT ME WHAT YOU ARE NOW
52|Datasets/affWild2/Audios/audiobatch1/105.wav|140.374|141.942|1.568|4208|4255|Other|7|BLACKGUARD
53|Datasets/affWild2/Audios/audiobatch1/105.wav|148.715|150.250|1.535|4458|4504|Other|7|WHAT IN GOD YOU KNOW
54|Datasets/affWild2/Audios/audiobatch1/105.wav|171.338|172.072|0.734|5136|5158|Happiness|4|THEN I DON'T KNOW
55|Datasets/affWild2/Audios/audiobatch1/105.wav|174.474|178.245|3.770|5230|5343|Other|7|ESCAPE LIKE SOMEBODY'S GOING TO COME TO ASK ME TO WHAT MAGIC IS OF HIM
56|Datasets/affWild2/Audios/audiobatch1/105.wav|180.914|184.951|4.037|5423|5544|Other|7|BUT IN GOD OH MY GOD SHE'S DEAD
57|Datasets/affWild2/Audios/audiobatch1/105.wav|189.589|192.626|3.036|5683|5774|Other|7|IT IS THE GARBAGE OF HIS ALLOWANCES IN IT
58|Datasets/affWild2/Audios/audiobatch1/105.wav|195.462|198.999|3.537|5859|5965|Other|7|BUT ON THE OTHER SIDE OF IT STANDS THE FOGGY ASHES
59|Datasets/affWild2/Audios/audiobatch1/105.wav|206.440|206.840|0.400|6188|6200|Neutral|0|HM HM
60|Datasets/affWild2/Audios/audiobatch1/105.wav|207.174|207.574|0.400|6210|6222|Neutral|0|HM HM
61|Datasets/affWild2/Audios/audiobatch1/105.wav|210.844|211.578|0.734|6320|6342|Neutral|0|HM HM
62|Datasets/affWild2/Audios/audiobatch1/105.wav|211.678|211.778|0.100|6345|6348|Neutral|0|HM HM
63|Datasets/affWild2/Audios/audiobatch1/105.wav|216.983|235.102|18.118|6504|7047|Other|7|WHAT THE WHAT DOES HE DO OR MAKE US WHAT IT'S ALL THAT'S WHAT YOU'RE PUTTING DOWN A BIT
64|Datasets/affWild2/Audios/audiobatch1/105.wav|236.970|241.908|4.938|7103|7251|Other|7|AND I KNOW AS WELL THAT I GIVE IT TO YOU THAT YOU ARE WHAT YOU DON'T WISH AND I'LL TELL HIM
65|Datasets/affWild2/Audios/audiobatch1/105.wav|251.017|251.251|0.234|7524|7531|Other|7|HM HM
66|Datasets/affWild2/Audios/audiobatch1/105.wav|251.351|251.718|0.367|7534|7545|Other|7|ETHEL
67|Datasets/affWild2/Audios/audiobatch1/105.wav|254.254|254.354|0.100|7621|7624|Other|7|THE RIM
68|Datasets/affWild2/Audios/audiobatch1/105.wav|258.992|261.561|2.569|7763|7840|Neutral|0|HALLEY
69|Datasets/affWild2/Audios/audiobatch1/105.wav|264.331|279.146|14.815|7923|8367|Neutral|0|AND RULERS ETIQUETTE AND IONA AS A TODDY
70|Datasets/affWild2/Audios/audiobatch1/105.wav|279.613|287.888|8.275|8381|8629|Other|7|TO GIVE US SEED AND YOU'VE GOT HIM HERE I KNOW NOTHING OF WHAT YOU WANT TO SHOW HIM WHAT'S WHAT
71|Datasets/affWild2/Audios/audiobatch1/105.wav|292.359|294.060|1.702|8763|8814|Other|7|OH MY GOD NO
72|Datasets/affWild2/Audios/audiobatch1/105.wav|297.264|301.434|4.171|8910|9035|Other|7|AND WHEN I LOOKED YOU WON'T BE ASHAMED
73|Datasets/affWild2/Audios/audiobatch1/105.wav|305.839|309.976|4.137|9167|9291|Other|7|AND BETWEEN YOU I KNOW YOU'VE GOT TO BE KING I KNOW
74|Datasets/affWild2/Audios/audiobatch1/105.wav|318.418|325.926|7.508|9544|9769|Other|7|AND FINE WHEN YOU'VE GOT AND CAN'T YOU FIND SOME YOU CAN SET SOMETHING I CAN'T THENCEFORTH OH MY GOD
75|Datasets/affWild2/Audios/audiobatch1/105.wav|326.526|329.229|2.703|9787|9868|Other|7|CAYENNE
76|Datasets/affWild2/Audios/audiobatch1/105.wav|329.696|336.203|6.507|9882|10077|Other|7|SAID THE BIG PIECE OF CABBAGE TO THE EARTH HE COULDN'T AH GIVE WHAT HE WANTS TO SHOW YOU WHAT DIDN'T CAMERAS AND HE'S ARE
77|Datasets/affWild2/Audios/audiobatch1/53-30-360x480.wav|0.000|0.366|0.366|1|12|Neutral|0|ERMINE
78|Datasets/affWild2/Audios/audiobatch1/53-30-360x480.wav|3.262|3.994|0.732|99|121|Neutral|0|HYACINTH
79|Datasets/affWild2/Audios/audiobatch1/53-30-360x480.wav|6.391|6.824|0.433|193|206|Neutral|0|HM HM
80|Datasets/affWild2/Audios/audiobatch1/53-30-360x480.wav|7.722|9.886|2.164|233|298|Neutral|0|CASSIATA TWO
81|Datasets/affWild2/Audios/audiobatch1/53-30-360x480.wav|11.716|12.382|0.666|353|373|Neutral|0|TENNYS
82|Datasets/affWild2/Audios/audiobatch1/53-30-360x480.wav|13.813|15.178|1.365|416|457|Neutral|0|ALL I KNOW OF IT
83|Datasets/affWild2/Audios/audiobatch1/96-30-1280x720.wav|0.000|0.867|0.867|1|27|Neutral|0|AVY
84|Datasets/affWild2/Audios/audiobatch1/96-30-1280x720.wav|1.800|3.100|1.300|55|94|Neutral|0|OH HOW CAN IT
85|Datasets/affWild2/Audios/audiobatch1/96-30-1280x720.wav|3.934|4.600|0.667|119|139|Neutral|0|SOME ONE'S
86|Datasets/affWild2/Audios/audiobatch1/96-30-1280x720.wav|45.837|53.738|7.901|1376|1613|Sadness|5|EITHER THE ATTRACTION IS THERE OR IT'S NOT AND NO AMOUNT OF YOU TALK IN OF THEM
87|Datasets/affWild2/Audios/audiobatch1/96-30-1280x720.wav|63.572|64.038|0.467|1908|1922|Neutral|0|HYACINTH
88|Datasets/affWild2/Audios/audiobatch1/25-25-600x480.wav|1.400|31.610|30.210|43|949|Neutral|0|AND NOW THERE'S KNOCK ON THE DOOR OF MANTON'S THAT GROWN MAN LIKE HER BROTHER AND HE'S FROM
89|Datasets/affWild2/Audios/audiobatch1/25-25-600x480.wav|33.277|33.311|0.033|999|1000|Neutral|0|HM HM
90|Datasets/affWild2/Audios/audiobatch1/25-25-600x480.wav|33.344|43.781|10.437|1001|1314|Neutral|0|NOW YOUNG MAN I UNDERSTAND THAT YOU HAVE AN ALIEN SOMEWHERE IN THIS HOUSE IS THAT TRUE
91|Datasets/affWild2/Audios/audiobatch1/25-25-600x480.wav|47.815|53.417|5.602|1435|1603|Neutral|0|YOU KNOW I AM FROM THE GOVERNMENT A PART OF THE UNITED STATES GOVERNMENT AND I AM EMPOWERED
92|Datasets/affWild2/Audios/audiobatch1/25-25-600x480.wav|54.051|56.418|2.367|1622|1693|Neutral|0|NOT ONLY WITH ME BUT YOU CAN'T THINK
93|Datasets/affWild2/Audios/audiobatch1/25-25-600x480.wav|58.719|61.053|2.334|1762|1832|Neutral|0|THE GOVERNMENT IS BIGGER
94|Datasets/affWild2/Audios/audiobatch1/25-25-600x480.wav|62.987|64.654|1.667|1890|1940|Neutral|0|I I AM REALLY I HAVE ALL YOU THOUGHT
95|Datasets/affWild2/Audios/audiobatch1/25-25-600x480.wav|71.490|169.321|97.831|2145|5079|Sadness|5|I'M AFRAID I HAVE TO SON YOU CAN'T TAKE HIM AWAY MA
96|Datasets/affWild2/Audios/audiobatch1/25-25-600x480.wav|188.727|190.461|1.734|5661|5713|Happiness|4|IMMUNE
97|Datasets/affWild2/Audios/audiobatch1/89-30-1080x1920.wav|0.000|0.600|0.600|1|19|Neutral|0|RIMMER
98|Datasets/affWild2/Audios/audiobatch1/89-30-1080x1920.wav|0.934|0.967|0.033|29|30|Neutral|0|HM HM
99|Datasets/affWild2/Audios/audiobatch1/89-30-1080x1920.wav|1.001|1.101|0.100|31|34|Neutral|0|IMMY
100|Datasets/affWild2/Audios/audiobatch1/89-30-1080x1920.wav|15.310|21.014|5.704|460|631|Happiness|4|ONE HOUR HE SAID ONE HOUR AH AND THANK YOU
101|Datasets/affWild2/Audios/audiobatch1/41-24-1280x720.wav|0.000|0.800|0.800|1|25|Neutral|0|HM HM
102|Datasets/affWild2/Audios/audiobatch1/41-24-1280x720.wav|1.033|1.300|0.267|32|40|Neutral|0|HM HM
103|Datasets/affWild2/Audios/audiobatch1/41-24-1280x720.wav|1.833|3.400|1.567|56|103|Other|7|HYAENA
104|Datasets/affWild2/Audios/audiobatch1/41-24-1280x720.wav|5.967|6.067|0.100|180|183|Other|7|HYM
105|Datasets/affWild2/Audios/audiobatch1/41-24-1280x720.wav|8.667|10.933|2.267|261|329|Neutral|0|IRREPARABLE
106|Datasets/affWild2/Audios/audiobatch1/41-24-1280x720.wav|17.133|17.700|0.567|515|532|Neutral|0|HYM
107|Datasets/affWild2/Audios/audiobatch1/41-24-1280x720.wav|18.433|19.133|0.700|554|575|Happiness|4|HM HM
108|Datasets/affWild2/Audios/audiobatch1/41-24-1280x720.wav|31.767|33.833|2.067|954|1016|Happiness|4|AS AN IMMER
109|Datasets/affWild2/Audios/audiobatch1/41-24-1280x720.wav|45.967|47.800|1.833|1380|1435|Happiness|4|HM HM H
110|Datasets/affWild2/Audios/audiobatch1/41-24-1280x720.wav|119.033|119.633|0.600|3572|3590|Neutral|0|HYM
111|Datasets/affWild2/Audios/audiobatch1/41-24-1280x720.wav|126.500|127.500|1.000|3796|3826|Neutral|0|HM HM
112|Datasets/affWild2/Audios/audiobatch1/41-24-1280x720.wav|130.500|130.733|0.233|3916|3923|Neutral|0|FIFTY TWO
113|Datasets/affWild2/Audios/audiobatch1/41-24-1280x720.wav|154.133|154.167|0.033|4625|4626|Neutral|0|HM HM
114|Datasets/affWild2/Audios/audiobatch1/41-24-1280x720.wav|154.200|154.367|0.167|4627|4632|Neutral|0|HYM
115|Datasets/affWild2/Audios/audiobatch1/41-24-1280x720.wav|171.333|192.800|21.467|5141|5785|Sadness|5|IT'S BECAUSE I DIDN'T IT'S WHAT THEY CALL ON THE INN
116|Datasets/affWild2/Audios/audiobatch1/41-24-1280x720.wav|193.100|194.000|0.900|5794|5821|Neutral|0|MESS
117|Datasets/affWild2/Audios/audiobatch1/332.wav|0.000|42.588|42.588|1|1277|Other|7|I DO LOVE ME SOME TIME HARDY AND I KNOW NOTHING ABOUT THIS SO LET'S GET IT
118|Datasets/affWild2/Audios/audiobatch1/332.wav|42.922|43.222|0.300|1287|1296|Other|7|TWO
119|Datasets/affWild2/Audios/audiobatch1/332.wav|44.824|90.650|45.826|1344|2717|Other|7|LONDON IS GOING TO BE THE LAST FAGUS OF EUROPE AND WHILE HERE WE NEED SOMEWHAT TO RUN
120|Datasets/affWild2/Audios/audiobatch1/332.wav|96.090|99.161|3.071|2880|2972|Other|7|HUXLEY LISTEN TO YOURSELF YOU'RE NOT AH
121|Datasets/affWild2/Audios/audiobatch1/332.wav|99.595|107.004|7.410|2985|3207|Other|7|YOU'RE A BOY YET NOT I
122|Datasets/affWild2/Audios/audiobatch1/332.wav|108.506|145.020|36.514|3252|4346|Other|7|I TELL YOU THAT YOU HAVE ALREADY AND WHO AM I
123|Datasets/affWild2/Audios/audiobatch1/332.wav|149.025|155.667|6.642|4466|4665|Other|7|BUT WE WERE TWO TWO TOM HARDIES NEEDS TO BE SEEN BY THESE EYES WELL BY YOU
124|Datasets/affWild2/Audios/audiobatch1/374.wav|2.135|29.360|27.224|17|221|Other|7|O CAPE PEOPLE THIS IS THE EVERYTHING YOU'VE SEEN THE CLIFF OF NEUTRALIS TO ALERT IT IS
125|Datasets/affWild2/Audios/audiobatch1/374.wav|30.027|161.611|131.584|226|1212|Other|7|EVERYTHING EVERYTHING IS GOING TO BE SO INSANELY
126|Datasets/affWild2/Audios/audiobatch1/26-60-1280x720.wav|1.199|1.432|0.233|37|44|Neutral|0|TEN THIRTY TWO
127|Datasets/affWild2/Audios/audiobatch1/26-60-1280x720.wav|4.029|4.428|0.400|122|134|Neutral|0|THE MEDAL
128|Datasets/affWild2/Audios/audiobatch1/26-60-1280x720.wav|5.561|5.694|0.133|168|172|Neutral|0|HYM
129|Datasets/affWild2/Audios/audiobatch1/26-60-1280x720.wav|7.758|8.923|1.165|234|269|Neutral|0|ABOUT ALL THAT'S GONE
130|Datasets/affWild2/Audios/audiobatch1/26-60-1280x720.wav|9.822|10.555|0.733|296|318|Neutral|0|NOMINUM
131|Datasets/affWild2/Audios/audiobatch1/26-60-1280x720.wav|11.787|12.786|0.999|355|385|Neutral|0|ONLY KNOWN
132|Datasets/affWild2/Audios/audiobatch1/26-60-1280x720.wav|13.452|13.552|0.100|405|408|Neutral|0|NYM
133|Datasets/affWild2/Audios/audiobatch1/26-60-1280x720.wav|24.107|25.738|1.632|725|774|Neutral|0|GWYNON
134|Datasets/affWild2/Audios/audiobatch1/26-60-1280x720.wav|33.430|33.530|0.100|1005|1008|Neutral|0|HM HM
135|Datasets/affWild2/Audios/audiobatch1/26-60-1280x720.wav|36.293|36.560|0.266|1091|1099|Neutral|0|YVONNE
136|Datasets/affWild2/Audios/audiobatch1/26-60-1280x720.wav|37.558|38.125|0.566|1129|1146|Neutral|0|HM HM
137|Datasets/affWild2/Audios/audiobatch1/26-60-1280x720.wav|39.590|42.620|3.030|1190|1281|Happiness|4|HA HA HA THAT'S THE NAME
138|Datasets/affWild2/Audios/audiobatch1/26-60-1280x720.wav|58.136|59.534|1.398|1747|1789|Neutral|0|A RHYTHM
139|Datasets/affWild2/Audios/audiobatch1/113-60-1280x720.wav|0.000|0.433|0.433|1|14|Neutral|0|THE GRADUATION
140|Datasets/affWild2/Audios/audiobatch1/113-60-1280x720.wav|0.967|7.500|6.533|30|226|Neutral|0|INCREDIBLE NOMINEES THIS YEAR ON FOR THEIR UNBELIEVABLE PERFORMANCES THE REVENANT WAS
141|Datasets/affWild2/Audios/audiobatch1/113-60-1280x720.wav|7.766|8.200|0.433|234|247|Neutral|0|CHRONOME
142|Datasets/affWild2/Audios/audiobatch1/113-60-1280x720.wav|8.766|9.233|0.467|264|278|Neutral|0|THE PYRAMID
143|Datasets/affWild2/Audios/audiobatch1/113-60-1280x720.wav|15.832|15.966|0.133|476|480|Neutral|0|FILM
144|Datasets/affWild2/Audios/audiobatch1/113-60-1280x720.wav|19.266|25.865|6.600|579|777|Neutral|0|YOUR FIERCE TALENT ON THIS REIGN CAN ONLY BE SURPASSED BY YOUR FRIENDSHIP OFFSPRING
145|Datasets/affWild2/Audios/audiobatch1/113-60-1280x720.wav|26.632|27.065|0.433|800|813|Neutral|0|YOUR ENORMITY
146|Datasets/affWild2/Audios/audiobatch1/113-60-1280x720.wav|30.132|34.131|4.000|905|1025|Neutral|0|DO YOU HAVE FORGED YOUR WAY INTO HISTORY OF THESE PAST TWO YEARS
147|Datasets/affWild2/Audios/audiobatch1/113-60-1280x720.wav|34.231|34.498|0.267|1028|1036|Neutral|0|ERM
148|Datasets/affWild2/Audios/audiobatch1/113-60-1280x720.wav|36.531|40.964|4.433|1097|1230|Neutral|0|THANK YOU TO YOU IN CHIVO FOR FOR CREATING A TRANSCENDENT
149|Datasets/affWild2/Audios/audiobatch1/113-60-1280x720.wav|42.498|52.030|9.533|1276|1562|Neutral|0|FOR ALL OF US THANK YOU TO EVERYBODY AT FOX AND NEW REGENCY IN PARTICULAR ON ON MILTON YOU ARE THE CHAMPION OF THE ENDEAVOUR
150|Datasets/affWild2/Audios/audiobatch1/113-60-1280x720.wav|65.863|69.563|3.700|1977|2088|Neutral|0|THIS INDUSTRY AND MY PARENTS NONE OF THIS WOULD BE POSSIBLE WITHOUT YOU
151|Datasets/affWild2/Audios/audiobatch1/113-60-1280x720.wav|74.096|74.296|0.200|2224|2230|Neutral|0|HM HM
152|Datasets/affWild2/Audios/audiobatch1/113-60-1280x720.wav|78.495|78.895|0.400|2356|2368|Neutral|0|WORLD THAT WE
153|Datasets/affWild2/Audios/audiobatch1/113-60-1280x720.wav|83.862|86.995|3.133|2517|2611|Neutral|0|PRODUCTION NEEDED TO MOVE TO THE SOUTHERN TIP OF THIS PLANET
154|Datasets/affWild2/Audios/audiobatch1/113-60-1280x720.wav|92.995|93.595|0.600|2791|2809|Neutral|0|NYM
155|Datasets/affWild2/Audios/audiobatch1/113-60-1280x720.wav|98.028|98.594|0.567|2942|2959|Neutral|0|AN ENNUI
156|Datasets/affWild2/Audios/audiobatch1/113-60-1280x720.wav|98.694|99.028|0.333|2962|2972|Neutral|0|EDMUND
157|Datasets/affWild2/Audios/audiobatch1/113-60-1280x720.wav|100.927|103.694|2.767|3029|3112|Neutral|0|PROCRASTINATED PROCRASTINATING WE NEED
158|Datasets/affWild2/Audios/audiobatch1/113-60-1280x720.wav|104.127|110.727|6.600|3125|3323|Neutral|0|TO SUPPORT LEADERS AROUND THE WORLD WHO DO NOT SPEAK FOR THE BIG POLLUTERS OF THE BIG CORPORATIONS BUT WHO
159|Datasets/affWild2/Audios/audiobatch1/113-60-1280x720.wav|114.627|117.927|3.300|3440|3539|Neutral|0|FOR THE MILLIONS AND MILLIONS OF UNDER PRIVILEGED PEOPLE WHO
160|Datasets/affWild2/Audios/audiobatch1/113-60-1280x720.wav|118.760|120.493|1.733|3564|3616|Neutral|0|AND BY THIS FRERE
161|Datasets/affWild2/Audios/audiobatch1/113-60-1280x720.wav|123.526|123.760|0.233|3707|3714|Neutral|0|VOID
162|Datasets/affWild2/Audios/audiobatch1/113-60-1280x720.wav|124.926|125.526|0.600|3749|3767|Neutral|0|BUT FROM THE PULPIT
163|Datasets/affWild2/Audios/audiobatch1/113-60-1280x720.wav|128.059|128.759|0.700|3843|3864|Neutral|0|THE AMAZON
164|Datasets/affWild2/Audios/audiobatch1/113-60-1280x720.wav|128.793|128.826|0.033|3865|3866|Neutral|0|HYM
165|Datasets/affWild2/Audios/audiobatch1/113-60-1280x720.wav|128.893|130.859|1.967|3868|3927|Neutral|0|WAR TO NIGHT LET US NOT TAKE THIS
166|Datasets/affWild2/Audios/audiobatch2/video94.wav|0.000|0.167|0.167|1|6|Neutral|0|RIMMER
167|Datasets/affWild2/Audios/audiobatch2/video94.wav|0.167|23.197|23.030|6|696|Surprise|6|RIMMER
168|Datasets/affWild2/Audios/audiobatch1/63-30-1920x1080.wav|4.301|6.636|2.334|130|200|Neutral|0|LYING EXPRESSIONS COMMA
169|Datasets/affWild2/Audios/audiobatch1/63-30-1920x1080.wav|8.936|11.304|2.367|269|340|Neutral|0|I SHOULDN'T KNOW QUITE THE VALET QUICKLY ADDED
170|Datasets/affWild2/Audios/audiobatch1/63-30-1920x1080.wav|12.004|12.237|0.233|361|368|Neutral|0|FIFTY TWO
171|Datasets/affWild2/Audios/audiobatch1/63-30-1920x1080.wav|13.104|14.138|1.034|394|425|Neutral|0|TO THE UNIT
172|Datasets/affWild2/Audios/audiobatch1/63-30-1920x1080.wav|18.940|20.073|1.134|569|603|Happiness|4|I'M GLAD TO BE I
173|Datasets/affWild2/Audios/audiobatch1/63-30-1920x1080.wav|25.809|26.409|0.600|775|793|Neutral|0|OUF
174|Datasets/affWild2/Audios/audiobatch1/63-30-1920x1080.wav|27.142|27.542|0.400|815|827|Neutral|0|OGRES
175|Datasets/affWild2/Audios/audiobatch1/63-30-1920x1080.wav|28.109|29.576|1.467|844|888|Happiness|4|IT'S IM
176|Datasets/affWild2/Audios/audiobatch1/63-30-1920x1080.wav|40.013|40.680|0.667|1201|1221|Happiness|4|MESSER
177|Datasets/affWild2/Audios/audiobatch1/63-30-1920x1080.wav|65.322|66.989|1.667|1960|2010|Neutral|0|MIDSUMMER DOUGLAS
178|Datasets/affWild2/Audios/audiobatch1/63-30-1920x1080.wav|69.623|70.490|0.867|2089|2115|Neutral|0|TODDY
179|Datasets/affWild2/Audios/audiobatch1/63-30-1920x1080.wav|74.258|80.427|6.169|2228|2413|Happiness|4|DON'T SAY ANYTHING THAT'S NOT THAT NICE YOU MY BOY I'D TAKE IT ALL
180|Datasets/affWild2/Audios/audiobatch1/434.wav|0.000|30.253|30.253|1|731|Other|7|DAY I'M I WOKE UP A LITTLE BIT LATE AFTER YOU KNOW THANKSGIVING AND DECIDED TO TAKE MY TIME GET READY
